Date,Actual,Forecast
2021-04-05,8737492.679,3797641.488005476
2021-04-12,8529098.128,5688235.651641181
2021-04-19,8320703.5770000005,6677077.686244674
2021-04-26,8112309.026000001,7153816.65610193
2021-05-03,7903914.475000001,7339733.660465155
2021-05-10,7695519.924000001,7360493.882652654
2021-05-17,7487125.373,7287462.381244398
2021-05-24,7278730.822000001,7161167.266514311
2021-05-31,7070336.271,7004624.4010972455
2021-06-07,6861941.72,6830904.475377592
2021-06-14,6653547.169,6647430.336619704
2021-06-21,6445152.618,6458417.434629583
2021-06-28,6236758.067,6266259.746494943
2021-07-05,6028363.516,6072316.84077258
2021-07-12,5819968.965,5877360.84987053
2021-07-19,5611574.414,5681830.30494307
2021-07-26,5403179.863,5485974.288391488
2021-08-02,5194785.312,5289934.297964114
2021-08-09,4986390.761,5093790.737415382
2021-08-16,4777996.209999999,4897589.318678036
2021-08-23,4569601.659,4701356.055844418
2021-08-30,4361207.108,4505105.780480305
2021-09-06,4152812.557,4308846.977738551
2021-09-13,3944418.005999999,4112584.533085376
2021-09-20,3736023.454999999,3916321.2924920283
2021-09-27,3527628.903999999,3720058.948821494
2021-10-04,3319234.352999999,3523798.5455901558
2021-10-11,3110839.801999999,3327540.7634666534
2021-10-18,2902445.250999999,3131286.083418994
2021-10-25,2694050.6999999993,2935034.879844015
2021-11-01,2485656.1489999993,2738787.473969943
2021-11-08,2277261.5979999993,2542544.1647368553
2021-11-15,2068867.0469999993,2346305.246928427
2021-11-22,1860472.4959999993,2150071.022108343
2021-11-29,1652077.9449999994,1953841.8055184607
2021-12-06,1443683.3939999994,1757617.9307352055
2021-12-13,1235288.8429999994,1561399.7531082905
2021-12-20,1026894.2919999994,1365187.6525674318
2021-12-27,818499.7409999995,1175742.7254382283
2022-01-03,610105.19,931194.102265522
2022-01-10,191929.37000000005,352697.89743691933
2022-01-17,650706.7800000001,683472.746110276
2022-01-24,2876976.16,1690233.500233739
2022-01-31,0.0,1081826.647558703
2022-02-07,1847898.27,640812.5969336394
2022-02-14,-1638.2500000000005,1830274.7390724737
2022-02-21,2464654.8099999996,2097364.16930145
2022-02-28,562792.4800000001,332074.59672901826
2022-03-07,-187790.9299999999,733419.2078328033
2022-03-14,212277.93000000002,525793.1125899741
2022-03-21,222063.44,358911.39241949003
2022-03-28,11139884.5,4164159.3357276553
2022-04-04,10861387.3875,6200513.052244799
2022-04-11,10582890.275,7917961.739536146
2022-04-18,10304393.1625,8778673.61055552
2022-04-25,10025896.05,9152845.890165705
2022-05-02,9747398.9375,9250713.14985837
2022-05-09,9468901.825,9191667.357149871
2022-05-16,9190404.7125,9043511.073165506
2022-05-23,8911907.6,8844749.297796011
2022-05-30,8633410.4875,8617248.982114235
2022-06-06,8354913.375,8373428.350266905
2022-06-13,8076416.2625,8120339.706659898
2022-06-20,7797919.15,7861988.05717707
2022-06-27,7519422.0375,7600647.851333232
