Date,Actual,Forecast
2024-01-22,105638.09,323651.53
2024-01-29,52819.045,323651.53
2024-02-05,0.0,323651.53
2024-02-12,33775.34,323651.53
2024-02-19,67550.68,323651.53
2024-03-03,,347978.1
2024-03-10,,477044.78
2024-03-17,,613246.3
2024-03-24,,759369.56
2024-03-31,,915483.0
2024-04-07,,1.0748656e+06
2024-04-14,,1.238543e+06
2024-04-21,,1.4024751e+06
2024-04-28,,1.5627121e+06
2024-05-05,,1.7151528e+06
2024-05-12,,1.8558514e+06
2024-05-19,,1.9812818e+06
2024-05-26,,2.0885426e+06
2024-06-02,,2.1754938e+06
2024-06-09,,2.240809e+06
2024-06-16,,2.283961e+06
2024-06-23,,2.3051502e+06
2024-06-30,,2.3051862e+06
2024-07-07,,2.285357e+06
2024-07-14,,2.2472955e+06
2024-07-21,,2.1928648e+06
2024-07-28,,2.1240612e+06
2024-08-04,,2.0429431e+06
2024-08-11,,1.9515872e+06
2024-08-18,,1.8520608e+06
2024-08-25,,1.7464092e+06
2024-09-01,,1.6366562e+06
2024-09-08,,1.524809e+06
2024-09-15,,1.4128598e+06
2024-09-22,,1.3027914e+06
2024-09-29,,1.1965769e+06
2024-10-06,,1.0961735e+06
2024-10-13,,1.003511e+06
2024-10-20,,920470.25
2024-10-27,,848855.44
2024-11-03,,790358.4
2024-11-10,,746516.06
2024-11-17,,718658.3
2024-11-24,,707855.3
2024-12-01,,714857.0
2024-12-08,,740034.8
2024-12-15,,783327.25
2024-12-22,,844189.4
2024-12-29,,921562.06
2025-01-05,,1.0138501e+06
2025-01-12,,1.1189342e+06
2025-01-19,,1.2342054e+06
2025-01-26,,1.356635e+06
2025-02-02,,1.4828196e+06
2025-02-09,,1.6092108e+06
2025-02-16,,1.7322309e+06
2025-02-23,,1.8484091e+06
2025-03-02,,1.9545625e+06
2025-03-09,,2.0478538e+06
2025-03-16,,2.1260305e+06
2025-03-23,,2.1874478e+06
2025-03-30,,2.2310915e+06
2025-04-06,,2.2565542e+06
2025-04-13,,2.2639795e+06
2025-04-20,,2.2539815e+06
2025-04-27,,2.2275515e+06
2025-05-04,,2.1859655e+06
2025-05-11,,2.1307058e+06
2025-05-18,,2.0633871e+06
2025-05-25,,1.9857111e+06
2025-06-01,,1.8994241e+06
2025-06-08,,1.8062955e+06
2025-06-15,,1.7081038e+06
2025-06-22,,1.6066325e+06
2025-06-29,,1.5036695e+06
2025-07-06,,1.4009986e+06
2025-07-13,,1.3004064e+06
2025-07-20,,1.2036712e+06
2025-07-27,,1.1125575e+06
2025-08-03,,1.0287977e+06
2025-08-10,,954072.0
2025-08-17,,889980.8
2025-08-24,,838012.4
2025-08-31,,799500.8
2025-09-07,,775582.3
