Date,Actual,Forecast
2023-10-16,786078.0048780488,1081791.8498092396
2023-10-23,726063.1521951219,1028457.1752969895
2023-10-30,666048.2995121952,975122.5019762944
2023-11-06,606033.4468292682,921787.8292423971
2023-11-13,546018.5941463413,868453.1567974768
2023-11-20,486003.7414634146,815118.484494867
2023-11-27,425988.8887804877,761783.8122623402
2023-12-04,365974.036097561,708449.1400643268
2023-12-11,305959.1834146343,655114.46788331
2023-12-18,245944.33073170716,601779.7957106633
2023-12-25,185929.47804878047,548445.1235421384
2024-01-01,125914.62536585378,495110.4513756435
2024-01-08,65899.77268292662,441775.7792101484
2024-01-15,5884.92,388441.1070451457
2024-01-22,105638.09,335106.4348803852
2024-01-29,52819.045,353833.98686986044
2024-02-05,0.0,339232.9780912483
2024-02-12,33775.34,308218.8554457389
2024-02-19,67550.68,308179.6444466389
2024-03-03,,323394.4600287406
2024-03-10,,446283.71531766513
2024-03-17,,562230.5602137595
2024-03-24,,671627.1938718576
2024-03-31,,774843.6588515549
2024-04-07,,872229.0928147363
2024-04-14,,964112.9095106742
2024-04-21,,1050805.9130434676
2024-04-28,,1132601.349190921
2024-05-05,,1209775.8973310296
2024-05-12,,1282590.6063313354
2024-05-19,,1351291.777566878
2024-05-26,,1416111.798053611
2024-06-02,,1477269.9265154267
2024-06-09,,1534973.035043717
2024-06-16,,1589416.3088581944
2024-06-23,,1640783.906535969
2024-06-30,,1689249.5829421529
2024-07-07,,1734977.276969106
2024-07-14,,1778121.6660723984
2024-07-21,,1818828.6894792449
2024-07-28,,1857236.0418392094
2024-08-04,,1893473.6389869866
2024-08-11,,1927664.057392746
2024-08-18,,1959922.9487865034
2024-08-25,,1990359.4313590284
2024-09-01,,2019076.4588625496
2024-09-08,,2046171.1688597684
2024-09-15,,2071735.2112991675
2024-09-22,,2095855.058528035
2024-09-29,,2118612.2977918573
2024-10-06,,2140083.9072094755
2024-10-13,,2160342.5161575144
2024-10-20,,2179456.6509448593
2024-10-27,,2197490.9666081835
2024-11-03,,2214506.4656126034
2024-11-10,,2230560.7041972275
